x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,y
-0.8675961693296003,1.9403763433038708,3.6764783148140734,5.596607711585306,1.5936250238605456,0.4567742590085294,-0.8336363547109751,0.7490823523185733,-1.151140162960064,0.3676946090172782,0.09018795751232599,-4.281592049764867,1
1.524426712189346,1.1390698270429778,-1.7920184533098173,-2.5635976191048155,5.528843193712251,1.3595963795573047,-1.2142243128901504,0.07459199890036268,-0.09993277746158272,-2.899501928501008,1.4256217918242817,-1.0538764486477386,1
2.168200583465426,0.5179467157137463,-2.6683059833154896,-2.2092231342733806,-3.01549062331491,0.2820959659513478,-0.04059660465667897,1.9114429761475473,1.5640001332103384,2.5517016073238095,2.4481963552860804,2.9689314757840557,0
4.227704696320294,-1.4613786200273655,-2.8961156889124955,-3.518067008085635,2.324482478720243,-4.373451329609726,-3.9206308154917373,-3.825535652994942,3.524406957981529,-0.3487096722890807,-0.7987981306731855,2.4350053994343175,0
-2.1090303872319005,-0.209936102872202,3.2833359041715284,2.303806136955954,0.1517566774017176,-3.106341236213284,-2.878559402379676,1.053928825502855,3.44916750128504,2.6775709344002228,0.2894238746025552,1.6471641486419282,1
-0.38950258862753717,3.5634917317959816,-0.10735744424860279,-1.5225415319322515,-1.1044867597784256,0.43319851927039627,1.2327061024641346,1.704887699122048,1.6100467164150438,-1.3479655714151597,-3.4217788879886495,-0.7150786335335414,1
-3.4400209483651314,-4.638051760509626,0.08463376228369054,-1.0971291550867555,1.87256089532261,4.444268001042717,0.18058729282509695,-3.2949558940172707,3.289201477893853,3.2245881876614337,1.2569125053672408,7.962989997323339,1
-0.08074147891724948,-3.3898263739510277,-0.03486195256162791,0.9438247145120598,-0.42850165351274805,0.20572918816965682,-0.7812513453899446,-4.113191897906433,0.9726272202353831,0.6601216484032808,-0.21209596285552246,4.498228942568363,1
-4.097659917309944,-1.8821252832574358,2.4698988459449644,-3.7531197967689733,2.74176608095827,1.5967414883798685,0.3259539873007474,1.4921346183984114,5.6960312511495665,3.0017997067253583,3.814826059862483,5.017205368746725,1
1.544871617099784,-3.370452809552945,0.08846308550915996,-0.09721701882537089,2.8711806516927054,-3.3590765625235033,-1.8950036816183582,-3.3066153125435283,0.4050433159002475,-1.042831382653816,0.8748477173689628,-0.10986872750709023,0
-4.579352439784837,0.17234408728088021,6.815744891021024,4.3415997734859335,-0.31920861545673357,-1.7317097327639304,-0.3872115265857731,3.9071121843355407,2.69839841799007,1.1528430280979307,3.191043169628251,1.198340583212485,1
3.8865966466241644,4.57815543723299,-2.37173144072742,-0.14443080097454403,-0.7388140407401075,4.2947489126174725,2.530499715229709,2.260131832085103,-5.159052039811532,-2.8688592472014083,-0.9769267283959004,-5.636564244169946,0
-2.0441728797977397,0.8165628683423144,-0.1889387361469615,-1.8264337493469123,2.35973038621314,0.08189260179981458,0.697268552774113,0.38991312579562587,-1.062282577329085,-3.4877291124218663,-2.454057680505722,-1.8226975520413464,0
-1.566828239056222,3.18362120078615,1.8232750819997767,1.6396103505661006,2.5813726552246865,3.5549127056037384,1.1127019039346449,0.10911799965645053,-0.6417363190925713,-2.7519884914684956,-1.7697071410803888,-2.3778481878005144,1
-2.719717810751057,3.9711129470549356,0.5280254845458737,2.898149736930163,4.192486792176973,5.865793343332493,0.31743243565096485,1.117777796531095,-2.594968204771906,-0.6925892265623811,2.315690057235741,-3.121301051876628,1
6.783630175501215,-0.068951673298342,-5.6824526980927335,0.0015535015974066507,-1.272771701214632,-5.359301287918072,-2.679519223034248,-4.62101106533567,-1.4324130987698998,-0.8870742996271463,-3.016710280086152,-2.0866028566534833,0
-3.4296365829969107,2.0455446209914183,0.24374183224880788,-1.7502536867912368,0.23411185907330193,4.149980457331285,2.4975724339121244,0.5690276433196919,-0.4476564261756229,-0.19734972446133997,-0.09537004390859696,-0.3696429714790611,1
-1.270348165618897,-0.6510708879291459,2.0777470272531904,1.4218480855985502,-0.5959175680586816,-3.987356605892061,-0.6974648244202327,0.9264092075268103,1.272361657004,1.2210531354983012,-0.9235669717577839,-1.6355665598793336,1
2.351654654720347,-3.594898070017976,-4.824023274926238,-6.377466643584496,-0.39952367986778614,-0.7479033706747328,0.1909028531530122,-2.873861936977129,0.08787917869928485,-1.3071026999024475,-5.881420815317169,3.179579195300108,1
